,MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA,AUC
1106,Isomap,x70data,_SMOTE,QDA,NONE,NONE,0.836,0.778,0.826,0.7879999999999999,0.8,0.636,0.8004233482442601
1107,Isomap,x70data,_SMOTE,RF,NONE,NONE,0.726,0.7299999999999999,0.53,0.726,0.5920000000000001,0.362,0.6295143339640684
1108,Isomap,x70data,_SMOTE,SGD,NONE,NONE,0.5760000000000001,0.48200000000000004,0.624,0.41,0.266,0.154,0.5529525379095055
1109,Isomap,x70data,_SMOTE,SVM,NONE,NONE,0.56,0.75,0.25,0.64,0.0,0.0,0.5
1110,Isomap,x71data,_SMOTE,ABC,NONE,NONE,0.97,0.9640000000000001,0.934,0.9640000000000001,0.944,0.898,0.948503787878788
1111,Isomap,x71data,_SMOTE,DTREE,NONE,NONE,0.94,0.9280000000000002,0.884,0.93,0.902,0.8219999999999998,0.9072916666666666
1112,Isomap,x71data,_SMOTE,GNB,NONE,NONE,0.908,0.9,0.8340000000000001,0.904,0.8640000000000001,0.7579999999999999,0.8682007575757575
1113,Isomap,x71data,_SMOTE,KNN,NONE,NONE,0.96,0.9479999999999998,0.972,0.95,0.958,0.9179999999999999,0.9603219696969696
1114,Isomap,x71data,_SMOTE,LRG,NONE,NONE,0.58,0.7619999999999999,0.238,0.66,0.0,0.0,0.5
1115,Isomap,x71data,_SMOTE,MLP,NONE,NONE,0.914,0.91,0.8340000000000001,0.912,0.8699999999999999,0.7659999999999999,0.8733522727272728
1116,Isomap,x71data,_SMOTE,QDA,NONE,NONE,0.954,0.938,0.9280000000000002,0.94,0.93,0.8699999999999999,0.9330681818181816
1117,Isomap,x71data,_SMOTE,RF,NONE,NONE,0.968,0.958,0.948,0.958,0.948,0.904,0.9524431818181818
1118,Isomap,x71data,_SMOTE,SGD,NONE,NONE,0.754,0.7879999999999999,0.828,0.7579999999999999,0.7040000000000001,0.632,0.8094128787878789
1119,Isomap,x71data,_SMOTE,SVM,NONE,NONE,0.58,0.7619999999999999,0.238,0.66,0.0,0.0,0.5
1120,Isomap,x72data,_SMOTE,ABC,NONE,NONE,0.954,0.952,0.924,0.952,0.9359999999999999,0.882,0.9378592725104352
1121,Isomap,x72data,_SMOTE,DTREE,NONE,NONE,0.952,0.95,0.9179999999999999,0.95,0.932,0.8760000000000001,0.9350685748360168
1122,Isomap,x72data,_SMOTE,GNB,NONE,NONE,0.8700000000000001,0.7340000000000001,0.908,0.754,0.8039999999999999,0.6359999999999999,0.8207215265354801
1123,Isomap,x72data,_SMOTE,KNN,NONE,NONE,0.95,0.938,0.968,0.9399999999999998,0.952,0.9,0.9521586165772212
1124,Isomap,x72data,_SMOTE,LRG,NONE,NONE,0.8140000000000001,0.8059999999999998,0.688,0.8079999999999999,0.738,0.5519999999999999,0.7479293381037567
1125,Isomap,x72data,_SMOTE,MLP,NONE,NONE,0.9479999999999998,0.938,0.944,0.942,0.942,0.8879999999999999,0.942036374478235
1126,Isomap,x72data,_SMOTE,QDA,NONE,NONE,0.97,0.968,0.978,0.97,0.972,0.9479999999999998,0.9737507453786524
1127,Isomap,x72data,_SMOTE,RF,NONE,NONE,0.9620000000000001,0.9620000000000001,0.948,0.9620000000000001,0.954,0.914,0.95505068574836
1128,Isomap,x72data,_SMOTE,SGD,NONE,NONE,0.8620000000000001,0.7559999999999999,0.78,0.76,0.7240000000000001,0.54,0.7675089445438283
1129,Isomap,x72data,_SMOTE,SVM,NONE,NONE,0.792,0.728,0.7140000000000001,0.7440000000000001,0.72,0.5200000000000001,0.7213968395945141
1130,Isomap,x73data,_SMOTE,ABC,NONE,NONE,0.91,0.8960000000000001,0.8799999999999999,0.9,0.8859999999999999,0.7859999999999999,0.8876055806938159
1131,Isomap,x73data,_SMOTE,DTREE,NONE,NONE,0.91,0.904,0.8420000000000001,0.906,0.8699999999999999,0.764,0.8740214932126698
1132,Isomap,x73data,_SMOTE,GNB,NONE,NONE,0.8880000000000001,0.8640000000000001,0.868,0.8720000000000001,0.866,0.748,0.8652017345399698
1133,Isomap,x73data,_SMOTE,KNN,NONE,NONE,0.902,0.8959999999999999,0.86,0.898,0.8759999999999999,0.7739999999999999,0.8777394419306184
1134,Isomap,x73data,_SMOTE,LRG,NONE,NONE,0.8740000000000001,0.86,0.8079999999999999,0.8639999999999999,0.8299999999999998,0.6940000000000001,0.8352337858220211
1135,Isomap,x73data,_SMOTE,MLP,NONE,NONE,0.892,0.882,0.8480000000000001,0.884,0.8619999999999999,0.7440000000000001,0.8633427601809954
1136,Isomap,x73data,_SMOTE,QDA,NONE,NONE,0.8719999999999999,0.7959999999999999,0.8480000000000001,0.8,0.8059999999999998,0.6620000000000001,0.8213876319758674
1137,Isomap,x73data,_SMOTE,RF,NONE,NONE,0.922,0.9179999999999999,0.8740000000000001,0.9179999999999999,0.8940000000000001,0.8039999999999999,0.8955279034690801
1138,Isomap,x73data,_SMOTE,SGD,NONE,NONE,0.898,0.86,0.8739999999999999,0.868,0.858,0.7379999999999999,0.8670380844645551
1139,Isomap,x73data,_SMOTE,SVM,NONE,NONE,0.902,0.86,0.912,0.8699999999999999,0.884,0.7779999999999999,0.8865799396681749
1140,Isomap,x74data,_SMOTE,ABC,NONE,NONE,0.992,0.992,0.976,0.992,0.984,0.968,0.9829365079365079
1141,Isomap,x74data,_SMOTE,DTREE,NONE,NONE,0.988,0.988,0.976,0.988,0.982,0.962,0.98015873015873
1142,Isomap,x74data,_SMOTE,GNB,NONE,NONE,0.97,0.9620000000000001,0.994,0.966,0.978,0.952,0.9777777777777776
1143,Isomap,x74data,_SMOTE,KNN,NONE,NONE,0.996,0.996,1.0,0.996,0.998,0.994,0.9972222222222221
1144,Isomap,x74data,_SMOTE,LRG,NONE,NONE,0.924,0.91,0.544,0.8959999999999999,0.6559999999999999,0.472,0.7285714285714285
1145,Isomap,x74data,_SMOTE,MLP,NONE,NONE,0.996,0.996,1.0,0.996,0.998,0.994,0.9972222222222221
1146,Isomap,x74data,_SMOTE,QDA,NONE,NONE,0.988,0.986,0.998,0.988,0.992,0.982,0.9916666666666666
1147,Isomap,x74data,_SMOTE,RF,NONE,NONE,0.996,0.996,0.976,0.996,0.986,0.974,0.9857142857142858
1148,Isomap,x74data,_SMOTE,SGD,NONE,NONE,0.958,0.8440000000000001,0.948,0.8420000000000001,0.8619999999999999,0.7879999999999999,0.894047619047619
1149,Isomap,x74data,_SMOTE,SVM,NONE,NONE,0.908,0.89,0.44799999999999995,0.868,0.5640000000000001,0.35600000000000004,0.6714285714285714
1150,Isomap,x75data,_SMOTE,ABC,NONE,NONE,0.992,0.992,0.976,0.992,0.984,0.968,0.9829365079365079
1151,Isomap,x75data,_SMOTE,DTREE,NONE,NONE,0.992,0.992,0.976,0.992,0.984,0.968,0.9829365079365079
1152,Isomap,x75data,_SMOTE,GNB,NONE,NONE,0.972,0.966,0.994,0.972,0.98,0.958,0.9805555555555556
1153,Isomap,x75data,_SMOTE,KNN,NONE,NONE,0.992,0.99,0.998,0.992,0.994,0.988,0.9944444444444444
1154,Isomap,x75data,_SMOTE,LRG,NONE,NONE,0.9239999999999998,0.91,0.5439999999999999,0.8959999999999999,0.664,0.474,0.7285714285714285
1155,Isomap,x75data,_SMOTE,MLP,NONE,NONE,0.996,0.996,1.0,0.996,0.998,0.994,0.9972222222222221
1156,Isomap,x75data,_SMOTE,QDA,NONE,NONE,0.984,0.982,0.998,0.984,0.99,0.976,0.9888888888888888
1157,Isomap,x75data,_SMOTE,RF,NONE,NONE,0.996,0.996,0.976,0.996,0.986,0.974,0.9857142857142858
1158,Isomap,x75data,_SMOTE,SGD,NONE,NONE,0.9640000000000001,0.958,0.8300000000000001,0.9559999999999998,0.8720000000000001,0.7959999999999999,0.8944444444444445
1159,Isomap,x75data,_SMOTE,SVM,NONE,NONE,0.912,0.8959999999999999,0.4720000000000001,0.8740000000000001,0.588,0.386,0.6857142857142857
1160,Isomap,x76data,_SMOTE,ABC,NONE,NONE,0.9259999999999999,0.914,0.858,0.916,0.8800000000000001,0.784,0.8857911825017089
1161,Isomap,x76data,_SMOTE,DTREE,NONE,NONE,0.91,0.906,0.78,0.908,0.8300000000000001,0.708,0.8429363180678969
1162,Isomap,x76data,_SMOTE,GNB,NONE,NONE,0.948,0.938,0.908,0.942,0.922,0.8539999999999999,0.9236853497379812
1163,Isomap,x76data,_SMOTE,KNN,NONE,NONE,0.944,0.932,0.906,0.934,0.9179999999999999,0.8440000000000001,0.9192988152198678
1164,Isomap,x76data,_SMOTE,LRG,NONE,NONE,0.922,0.908,0.8380000000000001,0.912,0.868,0.7619999999999999,0.8731277056277056
1165,Isomap,x76data,_SMOTE,MLP,NONE,NONE,0.938,0.9259999999999999,0.89,0.9279999999999999,0.908,0.828,0.9084221918432444
1166,Isomap,x76data,_SMOTE,QDA,NONE,NONE,0.8759999999999999,0.402,0.89,0.426,0.534,0.28,0.6463345864661654
1167,Isomap,x76data,_SMOTE,RF,NONE,NONE,0.944,0.938,0.8340000000000001,0.938,0.8759999999999999,0.784,0.8852472089314194
1168,Isomap,x76data,_SMOTE,SGD,NONE,NONE,0.912,0.884,0.718,0.8780000000000001,0.7419999999999999,0.608,0.8005582137161085
1169,Isomap,x76data,_SMOTE,SVM,NONE,NONE,0.9279999999999999,0.91,0.8879999999999999,0.914,0.8960000000000001,0.8079999999999998,0.8978645477329688
1170,Isomap,x78data,_SMOTE,ABC,NONE,NONE,0.962,0.958,0.8420000000000001,0.958,0.892,0.8059999999999999,0.8991891891891891
1171,Isomap,x78data,_SMOTE,DTREE,NONE,NONE,0.944,0.938,0.8380000000000001,0.942,0.8800000000000001,0.7879999999999999,0.8883783783783784
1172,Isomap,x78data,_SMOTE,GNB,NONE,NONE,0.95,0.946,0.8079999999999999,0.9479999999999998,0.8699999999999999,0.772,0.8798198198198198
1173,Isomap,x78data,_SMOTE,KNN,NONE,NONE,0.96,0.952,0.8959999999999999,0.956,0.9179999999999999,0.8539999999999999,0.9244144144144144
1174,Isomap,x78data,_SMOTE,LRG,NONE,NONE,0.748,0.8640000000000001,0.136,0.8059999999999999,0.0,0.0,0.5
1175,Isomap,x78data,_SMOTE,MLP,NONE,NONE,0.962,0.956,0.868,0.958,0.9059999999999999,0.8340000000000001,0.9131531531531532
1176,Isomap,x78data,_SMOTE,QDA,NONE,NONE,0.958,0.958,0.7859999999999999,0.958,0.8600000000000001,0.7559999999999999,0.8712612612612614
1177,Isomap,x78data,_SMOTE,RF,NONE,NONE,0.972,0.972,0.9,0.972,0.93,0.8759999999999999,0.9352252252252252
1178,Isomap,x78data,_SMOTE,SGD,NONE,NONE,0.8200000000000001,0.884,0.42,0.85,0.35200000000000004,0.308,0.6504504504504505
1179,Isomap,x78data,_SMOTE,SVM,NONE,NONE,0.748,0.8640000000000001,0.136,0.8059999999999999,0.0,0.0,0.5
1180,Isomap,x79data,_SMOTE,ABC,NONE,NONE,0.948,0.9419999999999998,0.8420000000000001,0.9419999999999998,0.89,0.7979999999999999,0.8910180817610064
1181,Isomap,x79data,_SMOTE,DTREE,NONE,NONE,0.94,0.932,0.8099999999999999,0.934,0.8639999999999999,0.76,0.8703727129788451
1182,Isomap,x79data,_SMOTE,GNB,NONE,NONE,0.9,0.304,0.902,0.34800000000000003,0.46799999999999997,0.20600000000000002,0.6052158376214981
1183,Isomap,x79data,_SMOTE,KNN,NONE,NONE,0.932,0.9259999999999999,0.792,0.9259999999999999,0.852,0.7379999999999999,0.8573102487135505
1184,Isomap,x79data,_SMOTE,LRG,NONE,NONE,0.9280000000000002,0.9179999999999999,0.772,0.92,0.8400000000000001,0.7200000000000001,0.8465233704974272
1185,Isomap,x79data,_SMOTE,MLP,NONE,NONE,0.95,0.934,0.868,0.94,0.9,0.8160000000000001,0.9015337335620356
1186,Isomap,x79data,_SMOTE,QDA,NONE,NONE,0.826,0.772,0.33,0.768,0.29000000000000004,0.14400000000000002,0.5516098484848484
1187,Isomap,x79data,_SMOTE,RF,NONE,NONE,0.95,0.948,0.804,0.948,0.8740000000000001,0.772,0.8772827329902799
1188,Isomap,x79data,_SMOTE,SGD,NONE,NONE,0.9359999999999999,0.9,0.8759999999999999,0.912,0.884,0.7879999999999999,0.8873663522012579
1189,Isomap,x79data,_SMOTE,SVM,NONE,NONE,0.932,0.922,0.7859999999999999,0.9259999999999999,0.8480000000000001,0.7300000000000001,0.8529627644368212
1190,Isomap,x7data,_SMOTE,ABC,NONE,NONE,0.968,0.966,0.7759999999999999,0.968,0.86,0.758,0.8715922107674686
1191,Isomap,x7data,_SMOTE,DTREE,NONE,NONE,0.95,0.942,0.752,0.944,0.836,0.718,0.8481625639946699
1192,Isomap,x7data,_SMOTE,GNB,NONE,NONE,0.902,0.8800000000000001,0.506,0.8859999999999999,0.6439999999999999,0.4400000000000001,0.6921277789466302
1193,Isomap,x7data,_SMOTE,KNN,NONE,NONE,0.976,0.974,0.8800000000000001,0.974,0.924,0.8620000000000001,0.9261483975033312
1194,Isomap,x7data,_SMOTE,LRG,NONE,NONE,0.912,0.914,0.46799999999999997,0.91,0.622,0.418,0.6905030740818664
1195,Isomap,x7data,_SMOTE,MLP,NONE,NONE,0.98,0.98,0.898,0.98,0.932,0.8859999999999999,0.9393108446127592
1196,Isomap,x7data,_SMOTE,QDA,NONE,NONE,0.8400000000000001,0.9200000000000002,0.08,0.8720000000000001,0.0,0.0,0.5
1197,Isomap,x7data,_SMOTE,RF,NONE,NONE,0.976,0.9740000000000001,0.8380000000000001,0.9740000000000001,0.898,0.8240000000000001,0.9059669916076396
1198,Isomap,x7data,_SMOTE,SGD,NONE,NONE,0.966,0.924,0.8719999999999999,0.932,0.8780000000000001,0.7959999999999999,0.8985342590644505
1199,Isomap,x7data,_SMOTE,SVM,NONE,NONE,0.932,0.93,0.33,0.914,0.51,0.284,0.6312714776632302
1200,Isomap,x80data,_SMOTE,ABC,NONE,NONE,0.914,0.908,0.6859999999999999,0.908,0.7759999999999999,0.624,0.7954020296643247
1201,Isomap,x80data,_SMOTE,DTREE,NONE,NONE,0.91,0.906,0.6339999999999999,0.906,0.748,0.5760000000000001,0.7701639344262295
1202,Isomap,x80data,_SMOTE,GNB,NONE,NONE,0.938,0.8859999999999999,0.9360000000000002,0.904,0.91,0.828,0.9117017954722874
1203,Isomap,x80data,_SMOTE,KNN,NONE,NONE,0.93,0.912,0.7879999999999999,0.9179999999999999,0.8420000000000001,0.722,0.8492115534738487
1204,Isomap,x80data,_SMOTE,LRG,NONE,NONE,0.9279999999999999,0.898,0.8119999999999999,0.908,0.8520000000000001,0.736,0.8534972677595629
1205,Isomap,x80data,_SMOTE,MLP,NONE,NONE,0.9359999999999999,0.916,0.8400000000000001,0.92,0.8720000000000001,0.7699999999999999,0.8761163153786106
1206,Isomap,x80data,_SMOTE,QDA,NONE,NONE,0.922,0.8800000000000001,0.8079999999999999,0.892,0.8400000000000001,0.7140000000000001,0.8434972677595629
1207,Isomap,x80data,_SMOTE,RF,NONE,NONE,0.922,0.9179999999999999,0.664,0.916,0.7539999999999999,0.606,0.7894496487119438
1208,Isomap,x80data,_SMOTE,SGD,NONE,NONE,0.908,0.9,0.6859999999999999,0.9,0.6900000000000001,0.6020000000000001,0.7920140515222484
1209,Isomap,x80data,_SMOTE,SVM,NONE,NONE,0.93,0.8380000000000001,0.93,0.8640000000000001,0.8799999999999999,0.77,0.8833957845433256
1210,Isomap,x81data,_SMOTE,ABC,NONE,NONE,0.9640000000000001,0.956,0.91,0.958,0.9359999999999999,0.8759999999999999,0.9341937412263168
1211,Isomap,x81data,_SMOTE,DTREE,NONE,NONE,0.9640000000000001,0.9640000000000001,0.892,0.9640000000000001,0.93,0.8640000000000001,0.9277919293986868
1212,Isomap,x81data,_SMOTE,GNB,NONE,NONE,0.9399999999999998,0.934,0.8059999999999999,0.938,0.868,0.76,0.8703149160914109
1213,Isomap,x81data,_SMOTE,KNN,NONE,NONE,0.968,0.966,0.92,0.966,0.942,0.89,0.9417498434409264
1214,Isomap,x81data,_SMOTE,LRG,NONE,NONE,0.946,0.9359999999999999,0.852,0.942,0.8960000000000001,0.8079999999999999,0.8960687680931185
1215,Isomap,x81data,_SMOTE,MLP,NONE,NONE,0.97,0.966,0.9359999999999999,0.966,0.95,0.904,0.950459463619889
1216,Isomap,x81data,_SMOTE,QDA,NONE,NONE,0.946,0.934,0.8560000000000001,0.938,0.892,0.804,0.8936093102882312
1217,Isomap,x81data,_SMOTE,RF,NONE,NONE,0.9759999999999998,0.972,0.922,0.9740000000000001,0.946,0.902,0.9462981583475368
1218,Isomap,x81data,_SMOTE,SGD,NONE,NONE,0.946,0.938,0.8480000000000001,0.94,0.8880000000000001,0.7959999999999999,0.8906436594611122
1219,Isomap,x81data,_SMOTE,SVM,NONE,NONE,0.946,0.938,0.8320000000000001,0.942,0.882,0.7859999999999999,0.8845461540831454
1220,Isomap,appendicitis,_Borderline1,ABC,NONE,NONE,0.7620000000000001,0.6979999999999998,0.5740000000000001,0.7180000000000001,0.6020000000000001,0.394,0.6355882352941176
1221,Isomap,appendicitis,_Borderline1,DTREE,NONE,NONE,0.758,0.6779999999999999,0.5700000000000001,0.7020000000000001,0.604,0.382,0.6238235294117647
1222,Isomap,appendicitis,_Borderline1,GNB,NONE,NONE,0.8079999999999999,0.7659999999999999,0.5980000000000001,0.7659999999999999,0.638,0.42,0.6817647058823528
1223,Isomap,appendicitis,_Borderline1,KNN,NONE,NONE,0.78,0.782,0.518,0.778,0.5960000000000001,0.384,0.6502941176470587
1224,Isomap,appendicitis,_Borderline1,LRG,NONE,NONE,0.8240000000000001,0.8300000000000001,0.5379999999999999,0.8140000000000001,0.6220000000000001,0.414,0.6847058823529413
1225,Isomap,appendicitis,_Borderline1,MLP,NONE,NONE,0.868,0.8480000000000001,0.726,0.8480000000000001,0.768,0.604,0.7870588235294117
1226,Isomap,appendicitis,_Borderline1,QDA,NONE,NONE,0.8299999999999998,0.8019999999999999,0.6759999999999999,0.8059999999999999,0.7140000000000001,0.53,0.7385294117647059
1227,Isomap,appendicitis,_Borderline1,RF,NONE,NONE,0.7859999999999999,0.7539999999999999,0.5860000000000001,0.762,0.6419999999999999,0.43,0.6708823529411765
1228,Isomap,appendicitis,_Borderline1,SGD,NONE,NONE,0.8379999999999999,0.6679999999999999,0.7580000000000001,0.6759999999999999,0.664,0.454,0.7135294117647059
1229,Isomap,appendicitis,_Borderline1,SVM,NONE,NONE,0.672,0.8019999999999999,0.23600000000000004,0.7220000000000001,0.098,0.05,0.5191176470588236
1230,Isomap,autoUniv-au1-1000,_Borderline1,ABC,NONE,NONE,0.6839999999999999,0.7,0.46399999999999997,0.6900000000000001,0.5280000000000001,0.28400000000000003,0.5815741703621687
1231,Isomap,autoUniv-au1-1000,_Borderline1,DTREE,NONE,NONE,0.7060000000000001,0.6940000000000001,0.55,0.6980000000000001,0.604,0.37,0.6219484919642835
1232,Isomap,autoUniv-au1-1000,_Borderline1,GNB,NONE,NONE,0.7120000000000001,0.682,0.5780000000000001,0.6920000000000001,0.6180000000000001,0.392,0.6303341560151667
1233,Isomap,autoUniv-au1-1000,_Borderline1,KNN,NONE,NONE,0.68,0.6060000000000001,0.5740000000000001,0.626,0.5880000000000001,0.34600000000000003,0.5886425653993755
1234,Isomap,autoUniv-au1-1000,_Borderline1,LRG,NONE,NONE,0.7219999999999999,0.72,0.5479999999999999,0.7219999999999999,0.608,0.376,0.6354342362040744
1235,Isomap,autoUniv-au1-1000,_Borderline1,MLP,NONE,NONE,0.7040000000000001,0.7040000000000001,0.528,0.706,0.5900000000000001,0.358,0.6169114466587817
1236,Isomap,autoUniv-au1-1000,_Borderline1,QDA,NONE,NONE,0.6940000000000001,0.6859999999999999,0.526,0.688,0.578,0.34400000000000003,0.6039364860624237
1237,Isomap,autoUniv-au1-1000,_Borderline1,RF,NONE,NONE,0.7379999999999999,0.764,0.5,0.7420000000000001,0.5660000000000001,0.332,0.6315204169823199
1238,Isomap,autoUniv-au1-1000,_Borderline1,SGD,NONE,NONE,0.6839999999999999,0.6420000000000001,0.5379999999999999,0.652,0.5640000000000001,0.33,0.590327736251542
1239,Isomap,autoUniv-au1-1000,_Borderline1,SVM,NONE,NONE,0.6780000000000002,0.728,0.35800000000000004,0.674,0.35200000000000004,0.14400000000000002,0.54333557265851
1240,Isomap,climate-simulation-craches,_Borderline1,ABC,NONE,NONE,0.902,0.8779999999999999,0.53,0.8859999999999999,0.6660000000000001,0.46799999999999997,0.7042506699649558
1241,Isomap,climate-simulation-craches,_Borderline1,DTREE,NONE,NONE,0.884,0.852,0.454,0.868,0.588,0.384,0.6529272314986599
1242,Isomap,climate-simulation-craches,_Borderline1,GNB,NONE,NONE,0.924,0.612,0.924,0.6940000000000001,0.7440000000000001,0.542,0.768171511028654
1243,Isomap,climate-simulation-craches,_Borderline1,KNN,NONE,NONE,0.8719999999999999,0.7240000000000001,0.4980000000000001,0.7799999999999999,0.5860000000000001,0.362,0.6111049268192126
1244,Isomap,climate-simulation-craches,_Borderline1,LRG,NONE,NONE,0.858,0.768,0.326,0.8039999999999999,0.466,0.24000000000000005,0.5479138321995465
1245,Isomap,climate-simulation-craches,_Borderline1,MLP,NONE,NONE,0.91,0.812,0.7260000000000001,0.8460000000000001,0.7659999999999999,0.594,0.7687033601319315
1246,Isomap,climate-simulation-craches,_Borderline1,QDA,NONE,NONE,0.8939999999999999,0.8460000000000001,0.536,0.8619999999999999,0.6579999999999999,0.4520000000000001,0.690482374768089
1247,Isomap,climate-simulation-craches,_Borderline1,RF,NONE,NONE,0.8960000000000001,0.908,0.35600000000000004,0.9,0.526,0.306,0.6318676561533705
1248,Isomap,climate-simulation-craches,_Borderline1,SGD,NONE,NONE,0.86,0.79,0.354,0.7939999999999999,0.264,0.172,0.5727272727272726
1249,Isomap,climate-simulation-craches,_Borderline1,SVM,NONE,NONE,0.836,0.9179999999999999,0.08199999999999999,0.8759999999999999,0.0,0.0,0.5
1250,Isomap,colon32,_Borderline1,ABC,NONE,NONE,0.858,0.8220000000000001,0.732,0.8079999999999999,0.746,0.568,0.7775000000000001
1251,Isomap,colon32,_Borderline1,DTREE,NONE,NONE,0.858,0.8400000000000001,0.79,0.8340000000000001,0.8,0.65,0.8150000000000001
1252,Isomap,colon32,_Borderline1,GNB,NONE,NONE,0.916,0.904,0.8960000000000001,0.902,0.898,0.8079999999999999,0.9
1253,Isomap,colon32,_Borderline1,KNN,NONE,NONE,0.8640000000000001,0.8560000000000001,0.8219999999999998,0.85,0.8300000000000001,0.7020000000000001,0.8400000000000001
1254,Isomap,colon32,_Borderline1,LRG,NONE,NONE,0.904,0.8880000000000001,0.8859999999999999,0.8860000000000001,0.8859999999999999,0.782,0.8875
1255,Isomap,colon32,_Borderline1,MLP,NONE,NONE,0.8939999999999999,0.8880000000000001,0.858,0.8860000000000001,0.8699999999999999,0.758,0.8724999999999999
1256,Isomap,colon32,_Borderline1,QDA,NONE,NONE,0.41600000000000004,0.65,0.35000000000000003,0.506,0.0,0.0,0.5
1257,Isomap,colon32,_Borderline1,RF,NONE,NONE,0.892,0.8740000000000001,0.8460000000000001,0.8700000000000001,0.852,0.7300000000000001,0.86
1258,Isomap,colon32,_Borderline1,SGD,NONE,NONE,0.902,0.884,0.8379999999999999,0.8780000000000001,0.8539999999999999,0.7340000000000001,0.8625
1259,Isomap,colon32,_Borderline1,SVM,NONE,NONE,0.858,0.8420000000000001,0.784,0.8320000000000001,0.794,0.6460000000000001,0.8125
1260,Isomap,fertility-diagnosis,_Borderline1,ABC,NONE,NONE,0.784,0.8,0.16399999999999998,0.792,0.10800000000000001,0.062,0.4826797385620914
1261,Isomap,fertility-diagnosis,_Borderline1,DTREE,NONE,NONE,0.8219999999999998,0.8,0.308,0.8079999999999999,0.358,0.226,0.5545751633986928
1262,Isomap,fertility-diagnosis,_Borderline1,GNB,NONE,NONE,0.8360000000000001,0.77,0.45,0.7979999999999999,0.518,0.35,0.6094771241830065
1263,Isomap,fertility-diagnosis,_Borderline1,KNN,NONE,NONE,0.794,0.7020000000000001,0.29800000000000004,0.74,0.33799999999999997,0.202,0.4986928104575163
1264,Isomap,fertility-diagnosis,_Borderline1,LRG,NONE,NONE,0.8,0.722,0.33,0.7559999999999999,0.3680000000000001,0.236,0.5261437908496732
1265,Isomap,fertility-diagnosis,_Borderline1,MLP,NONE,NONE,0.804,0.7719999999999999,0.24800000000000005,0.784,0.244,0.158,0.5107843137254902
1266,Isomap,fertility-diagnosis,_Borderline1,QDA,NONE,NONE,0.7719999999999999,0.85,0.11599999999999999,0.812,0.0,0.0,0.4833333333333333
1267,Isomap,fertility-diagnosis,_Borderline1,RF,NONE,NONE,0.8520000000000001,0.8400000000000001,0.314,0.8379999999999999,0.366,0.236,0.5774509803921568
1268,Isomap,fertility-diagnosis,_Borderline1,SGD,NONE,NONE,0.7939999999999999,0.682,0.34600000000000003,0.72,0.33799999999999997,0.20600000000000002,0.515032679738562
1269,Isomap,fertility-diagnosis,_Borderline1,SVM,NONE,NONE,0.8019999999999999,0.75,0.304,0.772,0.33399999999999996,0.194,0.5264705882352941
1270,Isomap,habermans-survival,_Borderline1,ABC,NONE,NONE,0.6839999999999999,0.6799999999999999,0.498,0.68,0.552,0.31599999999999995,0.5892728758169935
1271,Isomap,habermans-survival,_Borderline1,DTREE,NONE,NONE,0.6459999999999999,0.634,0.458,0.6380000000000001,0.506,0.27,0.5464460784313725
1272,Isomap,habermans-survival,_Borderline1,GNB,NONE,NONE,0.7380000000000001,0.76,0.472,0.732,0.5319999999999999,0.294,0.616266339869281
1273,Isomap,habermans-survival,_Borderline1,KNN,NONE,NONE,0.6839999999999999,0.6399999999999999,0.562,0.6559999999999999,0.5940000000000001,0.358,0.6014133986928105
1274,Isomap,habermans-survival,_Borderline1,LRG,NONE,NONE,0.7240000000000001,0.7520000000000001,0.39,0.7,0.418,0.184,0.5707924836601308
1275,Isomap,habermans-survival,_Borderline1,MLP,NONE,NONE,0.722,0.7440000000000001,0.4,0.6980000000000001,0.4320000000000001,0.202,0.5729330065359477
1276,Isomap,habermans-survival,_Borderline1,QDA,NONE,NONE,0.7120000000000001,0.7379999999999999,0.48,0.716,0.54,0.304,0.6091339869281045
1277,Isomap,habermans-survival,_Borderline1,RF,NONE,NONE,0.626,0.59,0.45,0.604,0.496,0.252,0.5208496732026143
1278,Isomap,habermans-survival,_Borderline1,SGD,NONE,NONE,0.738,0.7380000000000001,0.37,0.6679999999999999,0.33,0.142,0.5542156862745098
1279,Isomap,habermans-survival,_Borderline1,SVM,NONE,NONE,0.7539999999999999,0.7440000000000001,0.332,0.6679999999999999,0.3,0.1,0.5385212418300653
1280,Isomap,indian-liver-patient,_Borderline1,ABC,NONE,NONE,0.6779999999999999,0.6519999999999999,0.5700000000000001,0.6599999999999999,0.604,0.364,0.6109463829343348
1281,Isomap,indian-liver-patient,_Borderline1,DTREE,NONE,NONE,0.6920000000000001,0.6659999999999999,0.5980000000000001,0.6759999999999999,0.624,0.394,0.6311383041716139
1282,Isomap,indian-liver-patient,_Borderline1,GNB,NONE,NONE,0.7580000000000001,0.5820000000000001,0.7539999999999999,0.5920000000000001,0.6359999999999999,0.398,0.6689152331250134
1283,Isomap,indian-liver-patient,_Borderline1,KNN,NONE,NONE,0.6319999999999999,0.5860000000000001,0.518,0.6020000000000001,0.542,0.30200000000000005,0.5539400535679772
1284,Isomap,indian-liver-patient,_Borderline1,LRG,NONE,NONE,0.6439999999999999,0.67,0.43,0.6479999999999999,0.47,0.2280000000000001,0.5492397397074932
1285,Isomap,indian-liver-patient,_Borderline1,MLP,NONE,NONE,0.7,0.67,0.6000000000000001,0.6779999999999999,0.6259999999999999,0.394,0.6353160541324964
