,MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA,AUC
18,Isomap,autoUniv-au1-1000,_train,SGD,NONE,NONE,0.682,0.706,0.392,0.6580000000000001,0.368,0.17400000000000002,0.5481638012332841
19,Isomap,autoUniv-au1-1000,_train,SVM,NONE,NONE,0.55,0.74,0.26,0.63,0.0,0.0,0.5
20,Isomap,climate-simulation-craches,_train,ABC,NONE,NONE,0.884,0.89,0.298,0.882,0.466,0.24,0.5935642135642135
21,Isomap,climate-simulation-craches,_train,DTREE,NONE,NONE,0.86,0.8640000000000001,0.24000000000000005,0.8619999999999999,0.34800000000000003,0.172,0.5523417851989281
22,Isomap,climate-simulation-craches,_train,GNB,NONE,NONE,0.924,0.546,0.9359999999999999,0.638,0.7040000000000001,0.472,0.7418779633065349
23,Isomap,climate-simulation-craches,_train,KNN,NONE,NONE,0.858,0.904,0.124,0.8720000000000001,0.132,0.046,0.5130900845186559
24,Isomap,climate-simulation-craches,_train,LRG,NONE,NONE,0.836,0.9179999999999999,0.08199999999999999,0.8759999999999999,0.0,0.0,0.5
25,Isomap,climate-simulation-craches,_train,MLP,NONE,NONE,0.836,0.9179999999999999,0.08199999999999999,0.8759999999999999,0.0,0.0,0.5
26,Isomap,climate-simulation-craches,_train,QDA,NONE,NONE,0.898,0.782,0.6659999999999999,0.8239999999999998,0.718,0.522,0.7234096062667492
27,Isomap,climate-simulation-craches,_train,RF,NONE,NONE,0.836,0.914,0.08199999999999999,0.8719999999999999,0.0,0.0,0.4979694908266337
28,Isomap,climate-simulation-craches,_train,SGD,NONE,NONE,0.836,0.9179999999999999,0.08199999999999999,0.8759999999999999,0.0,0.0,0.5
29,Isomap,climate-simulation-craches,_train,SVM,NONE,NONE,0.836,0.9179999999999999,0.08199999999999999,0.8759999999999999,0.0,0.0,0.5
30,Isomap,colon32,_train,ABC,NONE,NONE,0.882,0.858,0.7959999999999999,0.8480000000000001,0.8100000000000002,0.6679999999999999,0.8275
31,Isomap,colon32,_train,DTREE,NONE,NONE,0.8800000000000001,0.8540000000000001,0.8,0.8440000000000001,0.8059999999999998,0.664,0.8275
32,Isomap,colon32,_train,GNB,NONE,NONE,0.916,0.904,0.8960000000000001,0.902,0.898,0.8079999999999999,0.9
33,Isomap,colon32,_train,KNN,NONE,NONE,0.884,0.8740000000000001,0.8320000000000001,0.8700000000000001,0.8460000000000001,0.7200000000000001,0.8525
34,Isomap,colon32,_train,LRG,NONE,NONE,0.908,0.904,0.882,0.902,0.892,0.7979999999999999,0.8925000000000001
35,Isomap,colon32,_train,MLP,NONE,NONE,0.8939999999999999,0.8880000000000001,0.858,0.8860000000000001,0.8699999999999999,0.758,0.8724999999999999
36,Isomap,colon32,_train,QDA,NONE,NONE,0.6499999999999999,0.696,0.4440000000000001,0.5999999999999999,0.29,0.14400000000000002,0.5700000000000001
37,Isomap,colon32,_train,RF,NONE,NONE,0.902,0.8880000000000001,0.8720000000000001,0.8860000000000001,0.8760000000000001,0.768,0.8800000000000001
38,Isomap,colon32,_train,SGD,NONE,NONE,0.726,0.74,0.65,0.708,0.5780000000000001,0.4280000000000001,0.6950000000000001
39,Isomap,colon32,_train,SVM,NONE,NONE,0.41600000000000004,0.65,0.35000000000000003,0.506,0.0,0.0,0.5
40,Isomap,fertility-diagnosis,_train,ABC,NONE,NONE,0.8200000000000001,0.828,0.2580000000000001,0.82,0.248,0.16,0.5437908496732027
41,Isomap,fertility-diagnosis,_train,DTREE,NONE,NONE,0.7659999999999999,0.792,0.10599999999999997,0.78,0.0,0.0,0.4493464052287582
42,Isomap,fertility-diagnosis,_train,GNB,NONE,NONE,0.7699999999999999,0.85,0.11600000000000002,0.8099999999999999,0.0,0.0,0.4833333333333334
43,Isomap,fertility-diagnosis,_train,KNN,NONE,NONE,0.79,0.86,0.172,0.826,0.10800000000000001,0.062,0.5166666666666666
44,Isomap,fertility-diagnosis,_train,LRG,NONE,NONE,0.774,0.8800000000000001,0.12,0.826,0.0,0.0,0.5
45,Isomap,fertility-diagnosis,_train,MLP,NONE,NONE,0.7719999999999999,0.85,0.11599999999999999,0.812,0.0,0.0,0.4833333333333333
46,Isomap,fertility-diagnosis,_train,QDA,NONE,NONE,0.7719999999999999,0.85,0.11599999999999999,0.812,0.0,0.0,0.4833333333333333
47,Isomap,fertility-diagnosis,_train,RF,NONE,NONE,0.8039999999999999,0.8819999999999999,0.20600000000000002,0.8400000000000001,0.142,0.10400000000000001,0.5444444444444445
48,Isomap,fertility-diagnosis,_train,SGD,NONE,NONE,0.7659999999999999,0.74,0.19,0.74,0.124,0.078,0.46535947712418296
49,Isomap,fertility-diagnosis,_train,SVM,NONE,NONE,0.774,0.8800000000000001,0.12,0.826,0.0,0.0,0.5
50,Isomap,habermans-survival,_train,ABC,NONE,NONE,0.654,0.682,0.422,0.66,0.4560000000000001,0.226,0.5519526143790849
51,Isomap,habermans-survival,_train,DTREE,NONE,NONE,0.6579999999999999,0.6559999999999999,0.46,0.6559999999999999,0.508,0.272,0.5579738562091505
52,Isomap,habermans-survival,_train,GNB,NONE,NONE,0.7020000000000001,0.7379999999999999,0.392,0.6920000000000001,0.426,0.19,0.5655637254901961
53,Isomap,habermans-survival,_train,KNN,NONE,NONE,0.696,0.718,0.454,0.7,0.5120000000000001,0.276,0.5873774509803921
54,Isomap,habermans-survival,_train,LRG,NONE,NONE,0.5379999999999999,0.7380000000000001,0.262,0.626,0.0,0.0,0.5
55,Isomap,habermans-survival,_train,MLP,NONE,NONE,0.6900000000000001,0.732,0.33399999999999996,0.6639999999999999,0.31799999999999995,0.11,0.5336601307189544
56,Isomap,habermans-survival,_train,QDA,NONE,NONE,0.716,0.748,0.428,0.7100000000000001,0.476,0.236,0.5879738562091503
57,Isomap,habermans-survival,_train,RF,NONE,NONE,0.628,0.6559999999999999,0.384,0.6380000000000001,0.428,0.192,0.5195016339869281
58,Isomap,habermans-survival,_train,SGD,NONE,NONE,0.6579999999999999,0.7520000000000001,0.39,0.69,0.31999999999999995,0.17800000000000002,0.5715277777777779
59,Isomap,habermans-survival,_train,SVM,NONE,NONE,0.5379999999999999,0.7380000000000001,0.262,0.626,0.0,0.0,0.5
60,Isomap,indian-liver-patient,_train,ABC,NONE,NONE,0.6459999999999999,0.674,0.4440000000000001,0.654,0.484,0.242,0.5573327688139879
61,Isomap,indian-liver-patient,_train,DTREE,NONE,NONE,0.674,0.6739999999999999,0.532,0.674,0.5780000000000001,0.342,0.6035507960029577
62,Isomap,indian-liver-patient,_train,GNB,NONE,NONE,0.7540000000000001,0.584,0.752,0.596,0.638,0.39799999999999996,0.6664977710689972
63,Isomap,indian-liver-patient,_train,KNN,NONE,NONE,0.632,0.6659999999999999,0.41600000000000004,0.64,0.4480000000000001,0.212,0.539988142025704
64,Isomap,indian-liver-patient,_train,LRG,NONE,NONE,0.508,0.7159999999999999,0.28400000000000003,0.596,0.0,0.0,0.5
65,Isomap,indian-liver-patient,_train,MLP,NONE,NONE,0.638,0.7059999999999998,0.34600000000000003,0.6300000000000001,0.29799999999999993,0.1,0.5258113431571971
66,Isomap,indian-liver-patient,_train,QDA,NONE,NONE,0.74,0.506,0.74,0.506,0.5579999999999999,0.308,0.6246998689946953
67,Isomap,indian-liver-patient,_train,RF,NONE,NONE,0.68,0.708,0.462,0.6819999999999999,0.506,0.262,0.5842699292203191
68,Isomap,indian-liver-patient,_train,SGD,NONE,NONE,0.5800000000000001,0.6460000000000001,0.406,0.596,0.302,0.156,0.5254934175203487
69,Isomap,indian-liver-patient,_train,SVM,NONE,NONE,0.508,0.7159999999999999,0.28400000000000003,0.596,0.0,0.0,0.5
70,Isomap,ionosphere,_train,ABC,NONE,NONE,0.9,0.898,0.8699999999999999,0.898,0.8800000000000001,0.7779999999999999,0.8829914529914529
71,Isomap,ionosphere,_train,DTREE,NONE,NONE,0.8800000000000001,0.8759999999999999,0.868,0.8780000000000001,0.8720000000000001,0.768,0.8729059829059829
72,Isomap,ionosphere,_train,GNB,NONE,NONE,0.836,0.8140000000000001,0.8380000000000001,0.818,0.8240000000000001,0.6779999999999999,0.8261025641025641
73,Isomap,ionosphere,_train,KNN,NONE,NONE,0.8719999999999999,0.85,0.736,0.8400000000000001,0.7659999999999999,0.5999999999999999,0.7935555555555556
74,Isomap,ionosphere,_train,LRG,NONE,NONE,0.9,0.8879999999999999,0.8039999999999999,0.882,0.8320000000000001,0.698,0.8452478632478629
75,Isomap,ionosphere,_train,MLP,NONE,NONE,0.95,0.95,0.9179999999999999,0.948,0.934,0.8719999999999999,0.9341025641025642
76,Isomap,ionosphere,_train,QDA,NONE,NONE,0.902,0.8699999999999999,0.9179999999999999,0.8759999999999999,0.892,0.7919999999999999,0.8965982905982907
77,Isomap,ionosphere,_train,RF,NONE,NONE,0.9359999999999999,0.932,0.902,0.932,0.916,0.8400000000000001,0.9170598290598292
78,Isomap,ionosphere,_train,SGD,NONE,NONE,0.902,0.89,0.8019999999999999,0.884,0.8280000000000001,0.7,0.8455384615384615
79,Isomap,ionosphere,_train,SVM,NONE,NONE,0.8459999999999999,0.7959999999999999,0.632,0.7659999999999999,0.65,0.438,0.7140000000000001
80,Isomap,lsvt-voice-rehabilitation,_train,ABC,NONE,NONE,0.7200000000000001,0.706,0.608,0.6940000000000001,0.616,0.388,0.657843137254902
81,Isomap,lsvt-voice-rehabilitation,_train,DTREE,NONE,NONE,0.6599999999999999,0.6519999999999999,0.522,0.6319999999999999,0.526,0.292,0.5863562091503268
82,Isomap,lsvt-voice-rehabilitation,_train,GNB,NONE,NONE,0.752,0.444,0.7020000000000001,0.384,0.41600000000000004,0.172,0.5726307189542484
83,Isomap,lsvt-voice-rehabilitation,_train,KNN,NONE,NONE,0.6679999999999999,0.6679999999999999,0.522,0.6340000000000001,0.4600000000000001,0.276,0.594281045751634
84,Isomap,lsvt-voice-rehabilitation,_train,LRG,NONE,NONE,0.4440000000000001,0.6659999999999999,0.334,0.534,0.0,0.0,0.5
85,Isomap,lsvt-voice-rehabilitation,_train,MLP,NONE,NONE,0.4440000000000001,0.6659999999999999,0.334,0.534,0.0,0.0,0.5
86,Isomap,lsvt-voice-rehabilitation,_train,QDA,NONE,NONE,0.4440000000000001,0.6659999999999999,0.334,0.534,0.0,0.0,0.5
87,Isomap,lsvt-voice-rehabilitation,_train,RF,NONE,NONE,0.73,0.7340000000000001,0.6,0.7120000000000001,0.61,0.404,0.6665032679738563
88,Isomap,lsvt-voice-rehabilitation,_train,SGD,NONE,NONE,0.514,0.612,0.398,0.48200000000000004,0.048,0.012,0.5058823529411764
89,Isomap,lsvt-voice-rehabilitation,_train,SVM,NONE,NONE,0.4440000000000001,0.6659999999999999,0.334,0.534,0.0,0.0,0.5
90,Isomap,ozone-eighthr,_train,ABC,NONE,NONE,0.932,0.94,0.37,0.9359999999999999,0.568,0.344,0.65719906173662
91,Isomap,ozone-eighthr,_train,DTREE,NONE,NONE,0.912,0.908,0.368,0.91,0.5599999999999999,0.328,0.6390862480568511
92,Isomap,ozone-eighthr,_train,GNB,NONE,NONE,0.932,0.69,0.8160000000000001,0.768,0.75,0.556,0.7532666000444148
93,Isomap,ozone-eighthr,_train,KNN,NONE,NONE,0.8960000000000001,0.932,0.096,0.908,0.14800000000000002,0.04,0.5153802465023317
94,Isomap,ozone-eighthr,_train,LRG,NONE,NONE,0.8800000000000001,0.9399999999999998,0.06,0.91,0.0,0.0,0.5
95,Isomap,ozone-eighthr,_train,MLP,NONE,NONE,0.8800000000000001,0.9399999999999998,0.06,0.91,0.0,0.0,0.5
96,Isomap,ozone-eighthr,_train,QDA,NONE,NONE,0.902,0.914,0.226,0.906,0.402,0.18,0.5695972684876749
97,Isomap,ozone-eighthr,_train,RF,NONE,NONE,0.9359999999999999,0.9419999999999998,0.222,0.9280000000000002,0.404,0.18000000000000002,0.5820565456362425
98,Isomap,ozone-eighthr,_train,SGD,NONE,NONE,0.7040000000000001,0.764,0.23600000000000004,0.7300000000000001,0.0,0.0,0.5
99,Isomap,ozone-eighthr,_train,SVM,NONE,NONE,0.8800000000000001,0.9399999999999998,0.06,0.91,0.0,0.0,0.5
100,Isomap,ozone-onehr,_train,ABC,NONE,NONE,0.962,0.97,0.21800000000000005,0.962,0.424,0.204,0.5926069856033245
101,Isomap,ozone-onehr,_train,DTREE,NONE,NONE,0.952,0.95,0.212,0.95,0.3720000000000001,0.196,0.5806158695606081
102,Isomap,ozone-onehr,_train,GNB,NONE,NONE,0.962,0.718,0.7779999999999999,0.812,0.7460000000000001,0.5539999999999999,0.7478291080940367
103,Isomap,ozone-onehr,_train,KNN,NONE,NONE,0.946,0.97,0.044,0.96,0.054000000000000006,0.016,0.5067363530778165
104,Isomap,ozone-onehr,_train,LRG,NONE,NONE,0.944,0.97,0.03,0.96,0.0,0.0,0.5
105,Isomap,ozone-onehr,_train,MLP,NONE,NONE,0.944,0.97,0.03,0.96,0.0,0.0,0.5
106,Isomap,ozone-onehr,_train,QDA,NONE,NONE,0.944,0.97,0.03,0.96,0.0,0.0,0.5
107,Isomap,ozone-onehr,_train,RF,NONE,NONE,0.944,0.97,0.03,0.958,0.0,0.0,0.4995939082108874
108,Isomap,ozone-onehr,_train,SGD,NONE,NONE,0.944,0.97,0.03,0.96,0.0,0.0,0.5
109,Isomap,ozone-onehr,_train,SVM,NONE,NONE,0.944,0.97,0.03,0.96,0.0,0.0,0.5
110,Isomap,parkinsons,_train,ABC,NONE,NONE,0.904,0.902,0.8160000000000001,0.9,0.85,0.736,0.860536398467433
111,Isomap,parkinsons,_train,DTREE,NONE,NONE,0.8480000000000001,0.8360000000000001,0.718,0.8340000000000001,0.762,0.5900000000000001,0.7778544061302682
112,Isomap,parkinsons,_train,GNB,NONE,NONE,0.812,0.674,0.8079999999999999,0.698,0.728,0.53,0.7429885057471264
113,Isomap,parkinsons,_train,KNN,NONE,NONE,0.8,0.8059999999999999,0.5,0.78,0.5720000000000001,0.344,0.6519923371647509
114,Isomap,parkinsons,_train,LRG,NONE,NONE,0.5660000000000001,0.752,0.248,0.6460000000000001,0.0,0.0,0.5
115,Isomap,parkinsons,_train,MLP,NONE,NONE,0.5660000000000001,0.752,0.248,0.6460000000000001,0.0,0.0,0.5
116,Isomap,parkinsons,_train,QDA,NONE,NONE,0.9,0.8879999999999999,0.68,0.8740000000000001,0.748,0.58,0.7832183908045977
117,Isomap,parkinsons,_train,RF,NONE,NONE,0.922,0.922,0.836,0.92,0.8699999999999999,0.772,0.8796551724137931
118,Isomap,parkinsons,_train,SGD,NONE,NONE,0.41600000000000004,0.458,0.55,0.328,0.036000000000000004,0.006,0.5033333333333333
119,Isomap,parkinsons,_train,SVM,NONE,NONE,0.5660000000000001,0.752,0.248,0.6460000000000001,0.0,0.0,0.5
120,Isomap,phoneme,_train,ABC,NONE,NONE,0.8160000000000001,0.818,0.706,0.818,0.75,0.568,0.7627099641582498
121,Isomap,phoneme,_train,DTREE,NONE,NONE,0.8539999999999999,0.852,0.784,0.8539999999999999,0.8140000000000001,0.6700000000000002,0.8197065967059659
122,Isomap,phoneme,_train,GNB,NONE,NONE,0.7959999999999999,0.7859999999999999,0.7460000000000001,0.7859999999999999,0.764,0.5820000000000001,0.764109969395065
123,Isomap,phoneme,_train,KNN,NONE,NONE,0.866,0.868,0.7859999999999999,0.866,0.8200000000000001,0.6759999999999999,0.8260073130999459
124,Isomap,phoneme,_train,LRG,NONE,NONE,0.75,0.758,0.614,0.752,0.664,0.45,0.6865340044215456
125,Isomap,phoneme,_train,MLP,NONE,NONE,0.852,0.852,0.784,0.852,0.8140000000000001,0.6679999999999999,0.8187049062419838
126,Isomap,phoneme,_train,QDA,NONE,NONE,0.8059999999999999,0.784,0.768,0.792,0.778,0.604,0.7785744931199988
127,Isomap,phoneme,_train,RF,NONE,NONE,0.89,0.8939999999999999,0.8300000000000001,0.89,0.86,0.742,0.8614549931595722
128,Isomap,phoneme,_train,SGD,NONE,NONE,0.7220000000000001,0.732,0.466,0.6799999999999999,0.4480000000000001,0.25,0.6001112393205819
129,Isomap,phoneme,_train,SVM,NONE,NONE,0.8079999999999999,0.8,0.752,0.8059999999999999,0.774,0.604,0.7760261198863201
130,Isomap,pima-indians-diabetes,_train,ABC,NONE,NONE,0.608,0.63,0.4900000000000001,0.6140000000000001,0.51,0.264,0.5612557651991614
131,Isomap,pima-indians-diabetes,_train,DTREE,NONE,NONE,0.6459999999999999,0.6519999999999999,0.568,0.6459999999999999,0.5900000000000001,0.354,0.6088972746331237
132,Isomap,pima-indians-diabetes,_train,GNB,NONE,NONE,0.608,0.64,0.46399999999999997,0.606,0.46799999999999997,0.2240000000000001,0.5516079664570231
133,Isomap,pima-indians-diabetes,_train,KNN,NONE,NONE,0.6859999999999999,0.6980000000000001,0.5880000000000001,0.6880000000000001,0.6159999999999999,0.384,0.6423067784765898
134,Isomap,pima-indians-diabetes,_train,LRG,NONE,NONE,0.5820000000000001,0.6459999999999999,0.374,0.5440000000000002,0.23200000000000004,0.057999999999999996,0.5107344514325647
135,Isomap,pima-indians-diabetes,_train,MLP,NONE,NONE,0.6779999999999999,0.6859999999999999,0.506,0.648,0.508,0.266,0.5966589797344515
136,Isomap,pima-indians-diabetes,_train,QDA,NONE,NONE,0.63,0.6579999999999999,0.494,0.6300000000000001,0.4980000000000001,0.258,0.5753011879804333
137,Isomap,pima-indians-diabetes,_train,RF,NONE,NONE,0.662,0.6799999999999999,0.5439999999999999,0.6619999999999999,0.568,0.332,0.6128770090845561
138,Isomap,pima-indians-diabetes,_train,SGD,NONE,NONE,0.5660000000000001,0.5479999999999999,0.4560000000000001,0.452,0.20600000000000002,0.066,0.5022571628232005
139,Isomap,pima-indians-diabetes,_train,SVM,NONE,NONE,0.424,0.65,0.35,0.514,0.0,0.0,0.5
140,Isomap,planning-relax,_train,ABC,NONE,NONE,0.61,0.65,0.366,0.61,0.37,0.14800000000000002,0.5065034965034966
141,Isomap,planning-relax,_train,DTREE,NONE,NONE,0.5860000000000001,0.5720000000000001,0.42,0.5700000000000001,0.42200000000000004,0.2,0.4948251748251747
142,Isomap,planning-relax,_train,GNB,NONE,NONE,0.5119999999999999,0.6,0.276,0.55,0.13,0.044000000000000004,0.4367832167832168
143,Isomap,planning-relax,_train,KNN,NONE,NONE,0.56,0.66,0.312,0.5940000000000001,0.198,0.06999999999999999,0.4843356643356643
144,Isomap,planning-relax,_train,LRG,NONE,NONE,0.508,0.7120000000000001,0.28800000000000003,0.598,0.0,0.0,0.5
145,Isomap,planning-relax,_train,MLP,NONE,NONE,0.5740000000000001,0.624,0.33399999999999996,0.586,0.28600000000000003,0.11,0.4797202797202799
146,Isomap,planning-relax,_train,QDA,NONE,NONE,0.6359999999999999,0.6940000000000001,0.3680000000000001,0.6399999999999999,0.368,0.14400000000000002,0.5302097902097902
147,Isomap,planning-relax,_train,RF,NONE,NONE,0.5720000000000001,0.6759999999999999,0.332,0.61,0.22000000000000008,0.09000000000000001,0.502937062937063
148,Isomap,planning-relax,_train,SGD,NONE,NONE,0.478,0.472,0.32,0.454,0.25,0.08399999999999999,0.3957342657342657
149,Isomap,planning-relax,_train,SVM,NONE,NONE,0.508,0.7120000000000001,0.28800000000000003,0.598,0.0,0.0,0.5
150,Isomap,qsar-biodegradation,_train,ABC,NONE,NONE,0.8400000000000001,0.836,0.7959999999999999,0.8400000000000001,0.8140000000000001,0.6659999999999999,0.8177291084637319
151,Isomap,qsar-biodegradation,_train,DTREE,NONE,NONE,0.8140000000000001,0.8160000000000001,0.77,0.8140000000000001,0.7879999999999999,0.626,0.7915708318656945
152,Isomap,qsar-biodegradation,_train,GNB,NONE,NONE,0.8059999999999998,0.6839999999999999,0.812,0.6859999999999999,0.72,0.516,0.7472283943468968
153,Isomap,qsar-biodegradation,_train,KNN,NONE,NONE,0.8420000000000001,0.8379999999999999,0.8200000000000001,0.8400000000000001,0.8260000000000002,0.6859999999999999,0.8280560863180684
154,Isomap,qsar-biodegradation,_train,LRG,NONE,NONE,0.7659999999999999,0.7379999999999999,0.51,0.6900000000000001,0.514,0.274,0.6255126442105873
155,Isomap,qsar-biodegradation,_train,MLP,NONE,NONE,0.8619999999999999,0.86,0.82,0.86,0.8379999999999999,0.7020000000000001,0.8397161385579665
156,Isomap,qsar-biodegradation,_train,QDA,NONE,NONE,0.7780000000000001,0.588,0.768,0.5780000000000001,0.618,0.376,0.6784895584538406
157,Isomap,qsar-biodegradation,_train,RF,NONE,NONE,0.8639999999999999,0.8639999999999999,0.8,0.8639999999999999,0.826,0.69,0.8329887518556583
158,Isomap,qsar-biodegradation,_train,SGD,NONE,NONE,0.8119999999999999,0.736,0.6799999999999999,0.718,0.654,0.4320000000000001,0.7080693191925334
159,Isomap,qsar-biodegradation,_train,SVM,NONE,NONE,0.4400000000000001,0.66,0.34,0.53,0.0,0.0,0.5
160,Isomap,saheart,_train,ABC,NONE,NONE,0.7,0.7020000000000001,0.62,0.6980000000000001,0.6439999999999999,0.418,0.6598497267759562
161,Isomap,saheart,_train,DTREE,NONE,NONE,0.6579999999999999,0.6559999999999999,0.588,0.654,0.608,0.38,0.621997950819672
162,Isomap,saheart,_train,GNB,NONE,NONE,0.708,0.7040000000000001,0.644,0.7060000000000001,0.6679999999999999,0.45,0.6763080601092897
163,Isomap,saheart,_train,KNN,NONE,NONE,0.598,0.626,0.46799999999999997,0.6020000000000001,0.478,0.23200000000000004,0.5460450819672131
164,Isomap,saheart,_train,LRG,NONE,NONE,0.5,0.6559999999999999,0.35,0.518,0.036000000000000004,0.006,0.503125
165,Isomap,saheart,_train,MLP,NONE,NONE,0.674,0.6900000000000001,0.54,0.67,0.5640000000000001,0.326,0.6163251366120219
166,Isomap,saheart,_train,QDA,NONE,NONE,0.68,0.69,0.586,0.6839999999999999,0.612,0.38,0.6367964480874317
167,Isomap,saheart,_train,RF,NONE,NONE,0.7140000000000001,0.7180000000000001,0.618,0.71,0.6439999999999999,0.418,0.6671857923497269
168,Isomap,saheart,_train,SGD,NONE,NONE,0.4699999999999999,0.564,0.502,0.4859999999999999,0.28600000000000003,0.146,0.5328483606557377
169,Isomap,saheart,_train,SVM,NONE,NONE,0.43,0.654,0.34600000000000003,0.514,0.0,0.0,0.5
170,Isomap,seismic-bumps,_train,ABC,NONE,NONE,0.882,0.9280000000000002,0.08199999999999999,0.902,0.08199999999999999,0.018000000000000002,0.5059241196027391
171,Isomap,seismic-bumps,_train,DTREE,NONE,NONE,0.8880000000000001,0.882,0.22000000000000008,0.8880000000000001,0.39,0.172,0.5521527896744121
172,Isomap,seismic-bumps,_train,GNB,NONE,NONE,0.9259999999999999,0.34600000000000003,0.898,0.442,0.534,0.272,0.6236753550418904
173,Isomap,seismic-bumps,_train,KNN,NONE,NONE,0.89,0.93,0.092,0.902,0.15000000000000002,0.03,0.5109783151940193
174,Isomap,seismic-bumps,_train,LRG,NONE,NONE,0.8699999999999999,0.93,0.07,0.9,0.0,0.0,0.5
175,Isomap,seismic-bumps,_train,MLP,NONE,NONE,0.8699999999999999,0.93,0.07,0.9,0.0,0.0,0.5
176,Isomap,seismic-bumps,_train,QDA,NONE,NONE,0.8779999999999999,0.29200000000000004,0.7440000000000001,0.28600000000000003,0.188,0.05600000000000002,0.5186722244373124
177,Isomap,seismic-bumps,_train,RF,NONE,NONE,0.8859999999999999,0.93,0.08199999999999999,0.902,0.102,0.018000000000000002,0.5065456671573554
178,Isomap,seismic-bumps,_train,SGD,NONE,NONE,0.8699999999999999,0.93,0.07,0.9,0.0,0.0,0.4997929606625259
179,Isomap,seismic-bumps,_train,SVM,NONE,NONE,0.8699999999999999,0.93,0.07,0.9,0.0,0.0,0.5
180,Isomap,spambase,_train,ABC,NONE,NONE,0.9260000000000002,0.9260000000000002,0.9179999999999999,0.9260000000000002,0.922,0.85,0.922301714407374
181,Isomap,spambase,_train,DTREE,NONE,NONE,0.91,0.908,0.902,0.908,0.904,0.82,0.9045935530496172
182,Isomap,spambase,_train,GNB,NONE,NONE,0.836,0.772,0.836,0.772,0.792,0.618,0.8041406254136619
183,Isomap,spambase,_train,KNN,NONE,NONE,0.85,0.8420000000000001,0.852,0.8420000000000001,0.8440000000000001,0.716,0.8463463732503055
184,Isomap,spambase,_train,LRG,NONE,NONE,0.7020000000000001,0.696,0.586,0.672,0.5879999999999999,0.34600000000000003,0.6418213008659093
185,Isomap,spambase,_train,MLP,NONE,NONE,0.9259999999999999,0.9259999999999999,0.922,0.9259999999999999,0.9259999999999999,0.8560000000000001,0.9242487668514608
186,Isomap,spambase,_train,QDA,NONE,NONE,0.836,0.78,0.8400000000000001,0.782,0.7959999999999999,0.632,0.8103326956388862
187,Isomap,spambase,_train,RF,NONE,NONE,0.948,0.948,0.938,0.948,0.942,0.89,0.9431372261096408
188,Isomap,spambase,_train,SGD,NONE,NONE,0.768,0.6779999999999999,0.6839999999999999,0.6519999999999999,0.6120000000000001,0.384,0.6817417847288103
