DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x63data,DTREE,0.5660000000000001,3.5,0.54,6.0,0.5660000000000001,3.5,0.5459999999999999,5.0,0.59,1.0,0.5799999999999998,2.0,max_solid_angle,6,SPE
x60data,DTREE,0.716,2.0,0.7639999999999999,1.0,0.71,3.0,0.6900000000000001,5.5,0.6900000000000001,5.5,0.708,4.0,max_solid_angle,6,SPE
x50data,DTREE,0.46799999999999997,6.0,0.6920000000000001,1.0,0.608,3.5,0.5519999999999999,5.0,0.608,3.5,0.636,2.0,max_solid_angle,6,SPE
x4data,DTREE,0.934,4.5,0.96,3.0,0.966,2.0,0.91,6.0,0.934,4.5,0.972,1.0,max_solid_angle,6,SPE
x48data,DTREE,0.46799999999999997,6.0,0.5960000000000001,5.0,0.66,4.0,0.7260000000000001,1.0,0.7240000000000001,2.0,0.664,3.0,max_solid_angle,6,SPE
x45data,DTREE,0.4720000000000001,5.5,0.5200000000000001,3.0,0.5200000000000001,3.0,0.4720000000000001,5.5,0.5200000000000001,3.0,0.616,1.0,max_solid_angle,6,SPE
x39data,DTREE,0.968,5.0,0.968,5.0,1.0,2.0,0.968,5.0,1.0,2.0,1.0,2.0,max_solid_angle,6,SPE
x38data,DTREE,0.5760000000000001,6.0,0.67,3.0,0.8099999999999999,1.0,0.6220000000000001,4.5,0.6220000000000001,4.5,0.7140000000000001,2.0,max_solid_angle,6,SPE
x35data,DTREE,0.992,3.5,1.0,1.5,0.992,3.5,1.0,1.5,0.984,5.5,0.984,5.5,max_solid_angle,6,SPE
x32data,DTREE,0.8800000000000001,5.5,0.8799999999999999,5.5,0.95,2.5,0.95,2.5,0.99,1.0,0.9179999999999999,4.0,max_solid_angle,6,SPE
x31data,DTREE,0.5379999999999999,6.0,0.6519999999999999,5.0,0.674,3.0,0.71,2.0,0.716,1.0,0.6540000000000001,4.0,max_solid_angle,6,SPE
x30data,DTREE,0.75,5.0,0.7460000000000001,6.0,0.8139999999999998,1.0,0.7979999999999999,2.5,0.7979999999999999,2.5,0.764,4.0,max_solid_angle,6,SPE
x20data,DTREE,0.362,6.0,0.51,1.0,0.39,5.0,0.398,4.0,0.508,2.0,0.496,3.0,max_solid_angle,6,SPE
x1data,DTREE,0.638,3.5,0.6079999999999999,5.5,0.6079999999999999,5.5,0.638,3.5,0.71,2.0,0.7559999999999999,1.0,max_solid_angle,6,SPE
x18data,DTREE,0.4380000000000001,5.0,0.48200000000000004,2.0,0.434,6.0,0.4560000000000001,4.0,0.4800000000000001,3.0,0.5820000000000001,1.0,max_solid_angle,6,SPE
appendicitis,DTREE,0.4360000000000001,6.0,0.502,5.0,0.624,1.0,0.5700000000000001,2.5,0.5700000000000001,2.5,0.506,4.0,max_solid_angle,6,SPE
autoUniv-au1-1000,DTREE,0.506,6.0,0.5479999999999999,2.0,0.514,4.0,0.55,1.0,0.546,3.0,0.51,5.0,max_solid_angle,6,SPE
climate-simulation-craches,DTREE,0.24000000000000005,6.0,0.47,1.0,0.4320000000000001,3.0,0.454,2.0,0.4280000000000001,4.0,0.36,5.0,max_solid_angle,6,SPE
colon32,DTREE,0.8,1.0,0.7759999999999999,3.0,0.7659999999999999,4.0,0.79,2.0,0.762,5.0,0.728,6.0,max_solid_angle,6,SPE
fertility-diagnosis,DTREE,0.10599999999999997,6.0,0.304,4.5,0.458,1.0,0.308,3.0,0.304,4.5,0.322,2.0,max_solid_angle,6,SPE
habermans-survival,DTREE,0.46,4.5,0.46,4.5,0.48,2.5,0.458,6.0,0.48,2.5,0.516,1.0,max_solid_angle,6,SPE
indian-liver-patient,DTREE,0.532,6.0,0.622,1.0,0.5700000000000001,4.0,0.5980000000000001,3.0,0.61,2.0,0.5539999999999999,5.0,max_solid_angle,6,SPE
ionosphere,DTREE,0.868,1.5,0.868,1.5,0.852,6.0,0.8620000000000001,3.0,0.858,4.0,0.8560000000000001,5.0,max_solid_angle,6,SPE
lsvt-voice-rehabilitation,DTREE,0.522,6.0,0.5660000000000001,3.0,0.618,1.0,0.556,4.0,0.5479999999999999,5.0,0.612,2.0,max_solid_angle,6,SPE
ozone-eighthr,DTREE,0.368,6.0,0.474,2.0,0.45,4.0,0.4280000000000001,5.0,0.54,1.0,0.4680000000000001,3.0,max_solid_angle,6,SPE
ozone-onehr,DTREE,0.212,6.0,0.358,5.0,0.386,3.0,0.362,4.0,0.396,2.0,0.408,1.0,max_solid_angle,6,SPE
parkinsons,DTREE,0.718,6.0,0.8340000000000001,1.0,0.8059999999999999,3.0,0.818,2.0,0.78,4.0,0.77,5.0,max_solid_angle,6,SPE
phoneme,DTREE,0.784,6.0,0.8,5.0,0.812,2.0,0.8099999999999999,3.0,0.8019999999999999,4.0,0.8320000000000001,1.0,max_solid_angle,6,SPE
pima-indians-diabetes,DTREE,0.568,5.0,0.58,2.0,0.5780000000000001,3.0,0.5720000000000001,4.0,0.5820000000000001,1.0,0.5660000000000001,6.0,max_solid_angle,6,SPE
planning-relax,DTREE,0.42,5.5,0.444,4.0,0.42,5.5,0.4520000000000001,3.0,0.456,2.0,0.46,1.0,max_solid_angle,6,SPE
qsar-biodegradation,DTREE,0.77,5.0,0.7959999999999999,2.0,0.7979999999999999,1.0,0.79,3.0,0.784,4.0,0.76,6.0,max_solid_angle,6,SPE
saheart,DTREE,0.588,4.0,0.602,2.0,0.626,1.0,0.5820000000000001,5.0,0.6,3.0,0.5660000000000001,6.0,max_solid_angle,6,SPE
seismic-bumps,DTREE,0.22000000000000008,6.0,0.36,1.0,0.31399999999999995,4.0,0.29600000000000004,5.0,0.33399999999999996,3.0,0.336,2.0,max_solid_angle,6,SPE
spambase,DTREE,0.902,5.0,0.904,3.0,0.906,2.0,0.908,1.0,0.902,5.0,0.902,5.0,max_solid_angle,6,SPE
spectf-heart,DTREE,0.8219999999999998,3.0,0.8260000000000002,2.0,0.8720000000000001,1.0,0.784,5.0,0.8200000000000001,4.0,0.774,6.0,max_solid_angle,6,SPE
statlog-german-credit,DTREE,0.5700000000000001,6.0,0.622,1.0,0.5959999999999999,4.0,0.5920000000000001,5.0,0.604,3.0,0.614,2.0,max_solid_angle,6,SPE
statlog-german-credit-numeric,DTREE,0.5800000000000001,3.0,0.5760000000000001,4.0,0.57,5.0,0.602,2.0,0.616,1.0,0.5579999999999999,6.0,max_solid_angle,6,SPE
thoracic-surgery,DTREE,0.25599999999999995,4.0,0.264,3.0,0.244,6.0,0.276,2.0,0.4,1.0,0.246,5.0,max_solid_angle,6,SPE
thyroid-hypothyroid,DTREE,0.8859999999999999,2.5,0.8539999999999999,6.0,0.8859999999999999,2.5,0.86,5.0,0.91,1.0,0.8799999999999999,4.0,max_solid_angle,6,SPE
thyroid-sick-euthyroid,DTREE,0.794,6.0,0.8700000000000001,2.0,0.836,5.0,0.8559999999999999,4.0,0.868,3.0,0.89,1.0,max_solid_angle,6,SPE
vertebra-column-2c,DTREE,0.708,6.0,0.742,1.0,0.74,3.0,0.74,3.0,0.74,3.0,0.728,5.0,max_solid_angle,6,SPE
wdbc,DTREE,0.93,4.5,0.938,1.5,0.9359999999999999,3.0,0.938,1.5,0.9200000000000002,6.0,0.93,4.5,max_solid_angle,6,SPE
wholesale-channel,DTREE,0.8099999999999999,6.0,0.8240000000000001,5.0,0.8700000000000001,1.0,0.8420000000000001,3.0,0.828,4.0,0.85,2.0,max_solid_angle,6,SPE
wilt,DTREE,0.6779999999999999,6.0,0.7899999999999999,4.0,0.7979999999999999,2.0,0.72,5.0,0.794,3.0,0.8059999999999999,1.0,max_solid_angle,6,SPE
