DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x50data,RF,0.32799999999999996,6.0,0.6359999999999999,2.0,0.5800000000000001,5.0,0.608,3.5,0.664,1.0,0.608,3.5,solid_angle,8,SPE
x4data,RF,0.962,6.0,0.982,3.0,0.99,1.0,0.968,5.0,0.9740000000000001,4.0,0.988,2.0,solid_angle,8,SPE
x48data,RF,0.4480000000000001,6.0,0.728,5.0,0.792,2.0,0.7659999999999999,4.0,0.79,3.0,0.8360000000000001,1.0,solid_angle,8,SPE
x45data,RF,0.4720000000000001,4.5,0.5200000000000001,2.0,0.424,6.0,0.4720000000000001,4.5,0.5200000000000001,2.0,0.5200000000000001,2.0,solid_angle,8,SPE
x39data,RF,1.0,2.0,0.968,5.0,1.0,2.0,1.0,2.0,0.968,5.0,0.968,5.0,solid_angle,8,SPE
x38data,RF,0.624,6.0,0.716,4.0,0.764,2.0,0.6699999999999999,5.0,0.7619999999999999,3.0,0.8099999999999999,1.0,solid_angle,8,SPE
x35data,RF,1.0,1.0,0.992,3.0,0.992,3.0,0.992,3.0,0.984,5.5,0.984,5.5,solid_angle,8,SPE
x32data,RF,0.91,6.0,0.94,4.5,0.94,4.5,0.95,3.0,0.97,2.0,1.0,1.0,solid_angle,8,SPE
x31data,RF,0.484,6.0,0.6759999999999999,2.0,0.6060000000000001,5.0,0.6580000000000001,3.5,0.7120000000000001,1.0,0.6579999999999999,3.5,solid_angle,8,SPE
x30data,RF,0.7,6.0,0.8039999999999999,3.5,0.8059999999999998,2.0,0.8039999999999999,3.5,0.818,1.0,0.8019999999999999,5.0,solid_angle,8,SPE
x20data,RF,0.2240000000000001,6.0,0.4199999999999999,2.0,0.368,5.0,0.388,3.0,0.4400000000000001,1.0,0.382,4.0,solid_angle,8,SPE
x1data,RF,0.638,4.5,0.634,6.0,0.764,1.0,0.638,4.5,0.762,2.0,0.7380000000000001,3.0,solid_angle,8,SPE
x18data,RF,0.18000000000000002,6.0,0.4600000000000001,3.5,0.3640000000000001,5.0,0.4600000000000001,3.5,0.552,2.0,0.5800000000000001,1.0,solid_angle,8,SPE
appendicitis,RF,0.4159999999999999,6.0,0.5419999999999999,3.0,0.5120000000000001,4.0,0.5860000000000001,2.0,0.6199999999999999,1.0,0.5,5.0,solid_angle,8,SPE
autoUniv-au1-1000,RF,0.442,6.0,0.504,3.0,0.5199999999999999,1.0,0.5,4.0,0.506,2.0,0.476,5.0,solid_angle,8,SPE
climate-simulation-craches,RF,0.08199999999999999,6.0,0.396,1.0,0.276,5.0,0.35600000000000004,3.0,0.378,2.0,0.35200000000000004,4.0,solid_angle,8,SPE
colon32,RF,0.8720000000000001,1.0,0.8140000000000001,6.0,0.8560000000000001,2.0,0.8460000000000001,4.0,0.8460000000000001,4.0,0.8460000000000001,4.0,solid_angle,8,SPE
fertility-diagnosis,RF,0.20600000000000002,5.0,0.2540000000000001,4.0,0.16999999999999998,6.0,0.314,3.0,0.318,2.0,0.34600000000000003,1.0,solid_angle,8,SPE
habermans-survival,RF,0.384,6.0,0.404,5.0,0.41600000000000004,4.0,0.45,3.0,0.4940000000000001,1.5,0.494,1.5,solid_angle,8,SPE
indian-liver-patient,RF,0.462,6.0,0.59,2.5,0.5760000000000001,5.0,0.6060000000000001,1.0,0.5900000000000001,2.5,0.584,4.0,solid_angle,8,SPE
ionosphere,RF,0.902,6.0,0.922,5.0,0.932,2.5,0.934,1.0,0.932,2.5,0.9279999999999999,4.0,solid_angle,8,SPE
lsvt-voice-rehabilitation,RF,0.6,6.0,0.6620000000000001,2.0,0.6579999999999999,3.5,0.6579999999999999,3.5,0.6900000000000001,1.0,0.632,5.0,solid_angle,8,SPE
ozone-eighthr,RF,0.222,6.0,0.4940000000000001,2.0,0.41200000000000003,5.0,0.434,3.0,0.5539999999999999,1.0,0.43,4.0,solid_angle,8,SPE
ozone-onehr,RF,0.03,6.0,0.25599999999999995,1.0,0.20199999999999999,3.0,0.16399999999999998,5.0,0.21600000000000005,2.0,0.174,4.0,solid_angle,8,SPE
parkinsons,RF,0.836,3.0,0.8079999999999998,6.0,0.8280000000000001,4.0,0.82,5.0,0.8480000000000001,1.0,0.8440000000000001,2.0,solid_angle,8,SPE
phoneme,RF,0.8300000000000001,6.0,0.8539999999999999,5.0,0.8640000000000001,3.5,0.8640000000000001,3.5,0.8740000000000001,1.0,0.8719999999999999,2.0,solid_angle,8,SPE
pima-indians-diabetes,RF,0.5439999999999999,6.0,0.5900000000000001,3.0,0.584,4.0,0.6020000000000001,2.0,0.58,5.0,0.61,1.0,solid_angle,8,SPE
planning-relax,RF,0.332,3.0,0.342,2.0,0.316,5.0,0.32199999999999995,4.0,0.3720000000000001,1.0,0.302,6.0,solid_angle,8,SPE
qsar-biodegradation,RF,0.8,6.0,0.8100000000000002,5.0,0.8219999999999998,3.0,0.826,1.5,0.826,1.5,0.82,4.0,solid_angle,8,SPE
saheart,RF,0.618,5.0,0.65,2.0,0.612,6.0,0.6619999999999999,1.0,0.638,3.0,0.634,4.0,solid_angle,8,SPE
seismic-bumps,RF,0.08199999999999999,6.0,0.264,2.0,0.20000000000000004,5.0,0.2220000000000001,4.0,0.268,1.0,0.2540000000000001,3.0,solid_angle,8,SPE
spambase,RF,0.938,6.0,0.942,3.0,0.942,3.0,0.944,1.0,0.94,5.0,0.942,3.0,solid_angle,8,SPE
spectf-heart,RF,0.8019999999999999,5.5,0.812,2.0,0.8019999999999999,5.5,0.8079999999999999,3.5,0.826,1.0,0.8079999999999999,3.5,solid_angle,8,SPE
statlog-german-credit,RF,0.542,6.0,0.616,3.0,0.5959999999999999,5.0,0.6100000000000001,4.0,0.642,1.0,0.64,2.0,solid_angle,8,SPE
statlog-german-credit-numeric,RF,0.5379999999999999,6.0,0.608,4.0,0.6180000000000001,2.0,0.62,1.0,0.616,3.0,0.598,5.0,solid_angle,8,SPE
thoracic-surgery,RF,0.158,6.0,0.196,2.0,0.174,5.0,0.182,4.0,0.204,1.0,0.184,3.0,solid_angle,8,SPE
thyroid-hypothyroid,RF,0.8420000000000001,6.0,0.916,2.0,0.912,3.0,0.866,5.0,0.898,4.0,0.922,1.0,solid_angle,8,SPE
thyroid-sick-euthyroid,RF,0.768,6.0,0.8759999999999999,3.0,0.8539999999999999,5.0,0.8640000000000001,4.0,0.904,1.0,0.8859999999999999,2.0,solid_angle,8,SPE
vertebra-column-2c,RF,0.7619999999999999,6.0,0.7799999999999999,5.0,0.7979999999999999,2.0,0.7899999999999999,3.0,0.7819999999999999,4.0,0.8039999999999999,1.0,solid_angle,8,SPE
wdbc,RF,0.948,5.5,0.948,5.5,0.958,2.0,0.954,3.5,0.954,3.5,0.96,1.0,solid_angle,8,SPE
wholesale-channel,RF,0.8779999999999999,6.0,0.898,2.5,0.9,1.0,0.8939999999999999,4.0,0.8880000000000001,5.0,0.898,2.5,solid_angle,8,SPE
wilt,RF,0.6559999999999999,6.0,0.784,4.0,0.8019999999999999,3.0,0.7619999999999999,5.0,0.8420000000000001,1.0,0.8340000000000001,2.0,solid_angle,8,SPE
